name,isin,ticker,url,keyword
Gresham House Income & Growth 2 VCT PLC,GB00B01WL239,GHV2,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=bTkeTsKZBDI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Harbourvest Global Private Equity Ltd,GG00BR30MJ80,HVPE,,
ICG-Longbow Senior Secured UK Property Debt Investments Ltd,GG00B8C23S81,LBOW,,
JPMorgan Asia Growth & Income PLC,GB0001320778,JAGI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=KIpHCTEA%2BRQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
JPMorgan India Growth & Income PLC,GB0003450359,JIGI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=H4nob2t4J%2FI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Literacy Capital PLC,GB00BMF1L080,BOOK,,
Marwyn Value Investors Ltd,,MVI,,
Migo Opportunities Trust PLC,GB0034365949,MIGO,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=9iOeTio9hPk%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
New Star Investment Trust PLC,GB0002631041,NSI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Ij7eCnTid3M%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Oberon Aim Vct PLC,GB00B1SN3863,OVCT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=G7P1t4BWESQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Oxford Technology 2 Venture Capital Trust PLC OT1,GB00BN73FM99,OT1,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=iTfClsKqGXM%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Parvus Energy Efficiency Trust PLC,GB00BN6JYS78,AEET,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=feprO9knN%2Bw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Praetura Growth Vct PLC,GB00BL690L89,PGV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=P7GgwqglqRg%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Residential Secure Income PLC,GB00BYSX1508,RESI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=C1COyFocG3o%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroder Asian Total Return Investment Company PLC,GB0008710799,ATR,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=j%2BA4apHXIUQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroders Capital Global Innovation Trust PLC,GB00BVG1CF25,INOV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=doCnnJrNIkc%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Seraphim Space Investment Trust PLC,GB00BKPG0138,SSIT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=V5XNyZ7yzFA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Temple Bar Investment Trust PLC,GB00BMV92D64,TMPL,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=wK0zCRnDckA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Triple Point Venture VCT PLC,GB00BDTYGZ09,TPV,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=dTF0lOeisYA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Value & Indexed Property Income Trust PLC,GB0008484718,VIP,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=pJsIhut7hxs%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
