name,isin,ticker,url,keyword
Oxford Technology 2 Venture Capital Trust PLC OT4,GB00BN73FP21,OT4,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=bE19BC3MAhI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Pershing Square Holdings Ltd,GG00BPFJTF46,PSH,,
ProVen VCT PLC,GB00B8GH9P84,PVN,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=IYAY8rtVdR4%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
River And Mercantile UK Micro Cap Investment Co Ltd,GG00BNDMJP11,RMMC,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=lN41wVqsRUI%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Schroder Bsc Social Impact Trust PLC,GB00BF781319,SBSI,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=yKmx5%2BAvSPo%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Scottish Oriental Smaller Companies Trust PLC,GB00BRBL6574,SST,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Uz8inb07rTA%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Social Housing REIT PLC,GB00BF0P7H59,SOHO,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=b8mRsc4OJ5E%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
The European Smaller Companies Trust PLC,GB00BMCF8689,ESCT,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=k2Uz8Wx2O8I%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
TwentyFour Income Fund Ltd,GG00B90J5Z95,TFIF,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=Fal2H6gAFSQ%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
Vietnam Holding Ltd,GG00BJQZ9H10,VNH,https://www.charles-stanley-direct.co.uk/ViewInvestment?InvestmentId=9NWS81lyrDw%3D,"Invest in this share within an ISA, JISA, SIPP or Investment Account"
